ts,wait_event_type,wait_event,waiters,active_connections
2026-09-08T12:00:28Z,,,0,1
2026-09-08T12:00:29Z,,,0,1
2026-09-08T12:00:30Z,,,0,2
2026-09-08T12:00:32Z,,,0,2
2026-09-08T12:00:33Z,,,0,2
2026-09-08T12:00:34Z,,,0,3
2026-09-08T12:00:35Z,,,0,4
2026-09-08T12:00:37Z,,,0,4
2026-09-08T12:00:38Z,,,0,4
2026-09-08T12:00:39Z,,,0,4
2026-09-08T12:00:40Z,,,0,4
2026-09-08T12:00:41Z,,,0,4
2026-09-08T12:00:43Z,,,0,4
2026-09-08T12:00:44Z,,,0,4
2026-09-08T12:00:45Z,,,0,3
2026-09-08T12:00:46Z,,,0,3
2026-09-08T12:00:47Z,,,0,3
2026-09-08T12:00:49Z,,,0,3
2026-09-08T12:00:50Z,,,0,4
2026-09-08T12:00:51Z,,,0,4
2026-09-08T12:00:52Z,,,0,4
2026-09-08T12:00:54Z,,,0,4
2026-09-08T12:00:55Z,,,0,4
2026-09-08T12:00:56Z,,,0,4
2026-09-08T12:00:57Z,,,0,5
2026-09-08T12:00:58Z,,,0,5
2026-09-08T12:01:00Z,,,0,5
2026-09-08T12:01:01Z,,,0,6
2026-09-08T12:01:02Z,,,0,6
2026-09-08T12:01:03Z,,,0,6
2026-09-08T12:01:05Z,,,0,6
2026-09-08T12:01:06Z,,,0,6
2026-09-08T12:01:07Z,,,0,6
2026-09-08T12:01:08Z,,,0,6
2026-09-08T12:01:09Z,,,0,6
2026-09-08T12:01:11Z,,,0,6
2026-09-08T12:01:12Z,,,0,6
2026-09-08T12:01:13Z,,,0,7
2026-09-08T12:01:14Z,,,0,7
2026-09-08T12:01:15Z,,,0,7
2026-09-08T12:01:17Z,,,0,7
2026-09-08T12:01:18Z,,,0,7
2026-09-08T12:01:19Z,,,0,8
2026-09-08T12:01:20Z,,,0,7
2026-09-08T12:01:22Z,,,0,7
2026-09-08T12:01:23Z,,,0,7
2026-09-08T12:01:24Z,,,0,6
2026-09-08T12:01:25Z,,,0,6
2026-09-08T12:01:26Z,,,0,6
2026-09-08T12:01:28Z,,,0,6
2026-09-08T12:01:29Z,,,0,6
2026-09-08T12:01:30Z,,,0,6
2026-09-08T12:01:31Z,,,0,6
2026-09-08T12:01:33Z,,,0,6
2026-09-08T12:01:34Z,,,0,6
2026-09-08T12:01:35Z,,,0,6
2026-09-08T12:01:36Z,,,0,6
2026-09-08T12:01:37Z,,,0,7
2026-09-08T12:01:39Z,,,0,6
2026-09-08T12:01:40Z,,,0,6
2026-09-08T12:01:41Z,,,0,6
2026-09-08T12:01:42Z,,,0,6
2026-09-08T12:01:44Z,,,0,6
2026-09-08T12:01:45Z,,,0,7
2026-09-08T12:01:46Z,,,0,7
2026-09-08T12:01:47Z,,,0,7
2026-09-08T12:01:48Z,,,0,7
2026-09-08T12:01:50Z,,,0,7
2026-09-08T12:01:51Z,,,0,7
2026-09-08T12:01:52Z,,,0,7
2026-09-08T12:01:53Z,,,0,7
2026-09-08T12:01:54Z,,,0,7
2026-09-08T12:01:56Z,,,0,5
2026-09-08T12:01:57Z,,,0,5
2026-09-08T12:01:58Z,,,0,5
2026-09-08T12:01:59Z,,,0,5
2026-09-08T12:02:01Z,,,0,5
2026-09-08T12:02:02Z,,,0,5
2026-09-08T12:02:03Z,,,0,5
2026-09-08T12:02:04Z,,,0,5
2026-09-08T12:02:05Z,,,0,5
2026-09-08T12:02:07Z,,,0,9
2026-09-08T12:02:08Z,,,0,9
2026-09-08T12:02:09Z,,,0,10
2026-09-08T12:02:10Z,,,0,9
2026-09-08T12:02:12Z,,,0,9
2026-09-08T12:02:13Z,,,0,9
2026-09-08T12:02:14Z,,,0,9
2026-09-08T12:02:15Z,,,0,9
2026-09-08T12:02:16Z,,,0,6
2026-09-08T12:02:18Z,,,0,6
2026-09-08T12:02:19Z,,,0,6
2026-09-08T12:02:20Z,,,0,6
2026-09-08T12:02:21Z,,,0,7
2026-09-08T12:02:23Z,,,0,7
2026-09-08T12:02:24Z,,,0,7
2026-09-08T12:02:25Z,,,0,7
2026-09-08T12:02:26Z,,,0,7
2026-09-08T12:02:27Z,,,0,7
2026-09-08T12:02:29Z,,,0,7
2026-09-08T12:02:30Z,,,0,7
2026-09-08T12:02:31Z,,,0,7
2026-09-08T12:02:32Z,,,0,7
2026-09-08T12:02:34Z,,,0,7
2026-09-08T12:02:35Z,,,0,7
2026-09-08T12:02:36Z,,,0,7
2026-09-08T12:02:37Z,,,0,6
2026-09-08T12:02:38Z,,,0,6
2026-09-08T12:02:40Z,,,0,6
2026-09-08T12:02:41Z,,,0,6
2026-09-08T12:02:42Z,,,0,6
2026-09-08T12:02:43Z,,,0,6
2026-09-08T12:02:45Z,,,0,6
2026-09-08T12:02:46Z,,,0,6
2026-09-08T12:02:47Z,,,0,6
2026-09-08T12:02:48Z,,,0,5
2026-09-08T12:02:49Z,,,0,5
2026-09-08T12:02:51Z,,,0,5
2026-09-08T12:02:52Z,,,0,5
2026-09-08T12:02:53Z,,,0,5
2026-09-08T12:02:54Z,,,0,5
2026-09-08T12:02:55Z,,,0,6
2026-09-08T12:02:57Z,,,0,6
2026-09-08T12:02:58Z,,,0,6
2026-09-08T12:02:59Z,,,0,6
2026-09-08T12:03:00Z,,,0,6
2026-09-08T12:03:02Z,,,0,6
2026-09-08T12:03:03Z,,,0,6
2026-09-08T12:03:04Z,,,0,6
2026-09-08T12:03:05Z,,,0,6
2026-09-08T12:03:06Z,,,0,6
2026-09-08T12:03:08Z,,,0,5
