ts,wait_event_type,wait_event,waiters,active_connections
2026-09-09T05:37:45Z,,,0,1
2026-09-09T05:37:47Z,,,0,3
2026-09-09T05:37:48Z,,,0,3
2026-09-09T05:37:49Z,,,0,3
2026-09-09T05:37:50Z,,,0,3
2026-09-09T05:37:51Z,,,0,3
2026-09-09T05:37:53Z,,,0,3
2026-09-09T05:37:54Z,,,0,3
2026-09-09T05:37:55Z,,,0,3
2026-09-09T05:37:56Z,,,0,3
2026-09-09T05:37:58Z,,,0,3
2026-09-09T05:37:59Z,,,0,3
2026-09-09T05:38:00Z,,,0,3
2026-09-09T05:38:01Z,,,0,3
2026-09-09T05:38:02Z,,,0,3
2026-09-09T05:38:04Z,,,0,3
2026-09-09T05:38:05Z,,,0,3
