ts,arm,queued_due,running,lock_waits,pg_backends
2026-09-09T08:44:20Z,r1,426,7,0,4
2026-09-09T08:44:22Z,r1,427,7,0,4
2026-09-09T08:44:23Z,r1,427,7,0,4
2026-09-09T08:44:25Z,r1,426,8,0,4
2026-09-09T08:44:26Z,r1,427,6,0,4
2026-09-09T08:44:28Z,r1,426,7,0,4
2026-09-09T08:44:29Z,r1,426,8,0,4
2026-09-09T08:44:31Z,r1,425,7,0,4
2026-09-09T08:44:33Z,r1,426,7,0,4
2026-09-09T08:44:34Z,r1,425,8,0,4
2026-09-09T08:44:36Z,r1,424,8,0,4
2026-09-09T08:44:37Z,r1,422,8,0,4
2026-09-09T08:44:39Z,r1,422,8,0,4
2026-09-09T08:44:40Z,r1,420,8,0,4
2026-09-09T08:44:42Z,r1,421,8,0,4
2026-09-09T08:44:43Z,r1,418,7,0,4
2026-09-09T08:44:45Z,r1,416,8,0,4
2026-09-09T08:44:47Z,r1,417,7,0,4
2026-09-09T08:44:48Z,r1,418,7,0,4
2026-09-09T08:44:50Z,r1,418,7,0,4
2026-09-09T08:44:51Z,r1,415,8,0,4
2026-09-09T08:44:53Z,r1,414,7,0,4
2026-09-09T08:44:54Z,r1,415,7,0,4
2026-09-09T08:44:56Z,r1,414,7,0,4
2026-09-09T08:44:57Z,r1,413,8,0,4
2026-09-09T08:44:59Z,r1,412,7,0,4
2026-09-09T08:45:00Z,r1,411,8,0,4
2026-09-09T08:45:02Z,r1,411,8,0,4
2026-09-09T08:45:04Z,r1,410,8,0,4
2026-09-09T08:45:05Z,r1,409,7,0,4
2026-09-09T08:45:07Z,r1,406,7,0,4
2026-09-09T08:45:08Z,r1,406,7,0,4
2026-09-09T08:45:10Z,r1,404,8,0,4
2026-09-09T08:45:11Z,r1,403,7,0,4
2026-09-09T08:45:13Z,r1,402,8,0,4
2026-09-09T08:45:14Z,r1,402,6,0,4
2026-09-09T08:45:16Z,r1,398,8,0,4
2026-09-09T08:45:18Z,r1,398,7,0,4
2026-09-09T08:45:19Z,r1,399,8,0,4
2026-09-09T08:45:21Z,r1,399,8,0,4
2026-09-09T08:45:22Z,r1,399,8,0,4
2026-09-09T08:45:24Z,r1,400,8,0,4
2026-09-09T08:45:25Z,r1,401,8,0,4
2026-09-09T08:45:27Z,r1,402,8,0,3
2026-09-09T08:45:28Z,r1,402,7,0,3
2026-09-09T08:45:30Z,r1,401,7,0,3
2026-09-09T08:45:32Z,r1,400,6,0,4
2026-09-09T08:45:33Z,r1,398,8,0,4
2026-09-09T08:45:35Z,r1,399,8,0,5
2026-09-09T08:45:36Z,r1,402,8,0,4
2026-09-09T08:45:38Z,r1,402,8,0,4
2026-09-09T08:45:39Z,r1,401,8,0,4
2026-09-09T08:45:41Z,r1,399,8,0,4
2026-09-09T08:45:42Z,r1,399,8,0,4
2026-09-09T08:45:44Z,r1,400,8,0,4
2026-09-09T08:45:45Z,r1,400,8,0,4
2026-09-09T08:45:47Z,r1,402,7,0,4
2026-09-09T08:45:49Z,r1,401,7,0,4
2026-09-09T08:45:50Z,r1,401,7,0,4
2026-09-09T08:45:52Z,r1,401,8,0,4
2026-09-09T08:45:53Z,r1,400,8,0,4
2026-09-09T08:45:55Z,r1,399,8,0,4
2026-09-09T08:45:56Z,r1,397,7,0,4
2026-09-09T08:45:58Z,r1,397,7,0,4
2026-09-09T08:45:59Z,r1,396,8,0,4
2026-09-09T08:46:01Z,r1,395,8,0,4
2026-09-09T08:46:03Z,r1,395,7,0,4
2026-09-09T08:46:04Z,r1,393,8,0,4
2026-09-09T08:46:06Z,r1,392,7,0,4
2026-09-09T08:46:07Z,r1,389,8,0,4
2026-09-09T08:46:09Z,r1,390,7,0,4
2026-09-09T08:46:10Z,r1,390,7,0,4
2026-09-09T08:46:12Z,r1,390,6,0,4
2026-09-09T08:46:13Z,r1,387,7,0,4
2026-09-09T08:46:15Z,r1,387,8,0,4
2026-09-09T08:46:16Z,r1,386,8,0,4
2026-09-09T08:46:18Z,r1,385,8,0,4
2026-09-09T08:46:20Z,r1,383,8,0,4
2026-09-09T08:46:21Z,r1,382,8,0,4
2026-09-09T08:46:23Z,r1,380,7,0,4
2026-09-09T08:46:24Z,r1,378,8,0,4
2026-09-09T08:46:26Z,r1,379,8,0,4
2026-09-09T08:46:27Z,r1,381,8,0,4
2026-09-09T08:46:29Z,r1,378,8,0,5
2026-09-09T08:46:30Z,r1,378,8,0,5
2026-09-09T08:46:32Z,r1,375,8,0,5
2026-09-09T08:46:33Z,r1,377,8,0,5
2026-09-09T08:46:35Z,r1,377,8,0,5
2026-09-09T08:46:37Z,r1,378,8,0,5
2026-09-09T08:46:38Z,r1,378,8,0,4
2026-09-09T08:46:40Z,r1,379,8,0,4
2026-09-09T08:46:41Z,r1,380,8,0,3
2026-09-09T08:46:43Z,r1,381,8,0,3
2026-09-09T08:46:44Z,r1,381,7,0,4
2026-09-09T08:46:46Z,r1,378,8,0,4
2026-09-09T08:46:47Z,r1,381,7,0,4
2026-09-09T08:46:49Z,r1,381,8,0,4
2026-09-09T08:46:50Z,r1,380,7,0,4
2026-09-09T08:46:52Z,r1,380,8,0,4
2026-09-09T08:46:54Z,r1,377,7,0,5
2026-09-09T08:46:55Z,r1,376,7,0,5
2026-09-09T08:46:57Z,r1,374,8,0,5
2026-09-09T08:46:58Z,r1,374,8,0,5
2026-09-09T08:47:00Z,r1,373,8,0,6
2026-09-09T08:47:01Z,r1,371,7,0,5
2026-09-09T08:47:03Z,r1,370,8,0,5
2026-09-09T08:47:04Z,r1,369,8,0,5
2026-09-09T08:47:06Z,r1,369,7,0,5
2026-09-09T08:47:08Z,r1,369,8,0,5
2026-09-09T08:47:09Z,r1,368,6,0,5
2026-09-09T08:47:11Z,r1,365,7,0,5
2026-09-09T08:47:12Z,r1,365,7,0,4
2026-09-09T08:47:14Z,r1,364,8,0,4
2026-09-09T08:47:15Z,r1,367,8,0,4
2026-09-09T08:47:17Z,r1,365,7,0,4
2026-09-09T08:47:18Z,r1,364,8,0,5
2026-09-09T08:47:20Z,r1,365,7,0,5
2026-09-09T08:47:22Z,r1,364,8,0,5
2026-09-09T08:47:23Z,r1,364,8,0,5
2026-09-09T08:47:25Z,r1,364,8,0,5
2026-09-09T08:47:26Z,r1,362,8,0,5
2026-09-09T08:47:28Z,r1,361,8,0,5
2026-09-09T08:47:29Z,r1,361,7,0,5
2026-09-09T08:47:31Z,r1,361,8,0,5
2026-09-09T08:47:32Z,r1,362,7,0,5
2026-09-09T08:47:34Z,r1,359,8,0,5
2026-09-09T08:47:36Z,r1,359,7,0,5
2026-09-09T08:47:37Z,r1,357,8,0,5
2026-09-09T08:47:39Z,r1,358,7,0,5
2026-09-09T08:47:40Z,r1,358,8,0,5
2026-09-09T08:47:42Z,r1,358,6,0,5
2026-09-09T08:47:43Z,r1,357,8,0,5
2026-09-09T08:47:45Z,r1,357,7,0,5
2026-09-09T08:47:46Z,r1,358,7,0,5
2026-09-09T08:47:48Z,r1,357,8,0,5
2026-09-09T08:47:49Z,r1,357,8,0,5
2026-09-09T08:47:51Z,r1,358,8,0,5
2026-09-09T08:47:53Z,r1,359,8,0,4
2026-09-09T08:47:54Z,r1,360,8,0,4
2026-09-09T08:47:56Z,r1,361,8,0,4
2026-09-09T08:47:57Z,r1,361,8,0,3
2026-09-09T08:47:59Z,r1,358,8,0,5
2026-09-09T08:48:00Z,r1,360,7,0,5
2026-09-09T08:48:02Z,r1,358,8,0,5
2026-09-09T08:48:03Z,r1,358,8,0,5
2026-09-09T08:48:05Z,r1,360,7,0,5
2026-09-09T08:48:07Z,r1,354,8,0,5
2026-09-09T08:48:08Z,r1,357,7,0,4
2026-09-09T08:48:10Z,r1,356,8,0,4
2026-09-09T08:48:11Z,r1,355,8,0,4
2026-09-09T08:48:13Z,r1,354,8,0,4
2026-09-09T08:48:14Z,r1,353,7,0,4
2026-09-09T08:48:16Z,r1,351,8,0,4
2026-09-09T08:48:17Z,r1,350,8,0,4
2026-09-09T08:48:19Z,r1,349,8,0,4
2026-09-09T08:48:21Z,r1,349,8,0,4
2026-09-09T08:48:22Z,r1,348,7,0,4
2026-09-09T08:48:24Z,r1,347,6,0,4
2026-09-09T08:48:25Z,r1,345,8,0,4
2026-09-09T08:48:27Z,r1,347,7,0,4
2026-09-09T08:48:28Z,r1,346,8,0,4
2026-09-09T08:48:30Z,r1,345,7,0,4
2026-09-09T08:48:31Z,r1,345,8,0,4
2026-09-09T08:48:33Z,r1,343,6,0,4
2026-09-09T08:48:35Z,r1,342,8,0,4
2026-09-09T08:48:36Z,r1,342,7,0,4
2026-09-09T08:48:38Z,r1,340,8,0,4
2026-09-09T08:48:39Z,r1,340,7,0,4
2026-09-09T08:48:41Z,r1,338,7,0,4
2026-09-09T08:48:42Z,r1,337,7,0,4
2026-09-09T08:48:44Z,r1,337,7,0,4
2026-09-09T08:48:45Z,r1,338,6,0,4
2026-09-09T08:48:47Z,r1,337,8,0,4
2026-09-09T08:48:48Z,r1,336,7,0,4
2026-09-09T08:48:50Z,r1,333,8,0,4
2026-09-09T08:48:52Z,r1,332,7,0,4
2026-09-09T08:48:53Z,r1,332,8,0,4
2026-09-09T08:48:55Z,r1,331,7,0,4
2026-09-09T08:48:56Z,r1,331,7,0,4
2026-09-09T08:48:58Z,r1,331,12,0,4
2026-09-09T08:48:59Z,r1,329,8,0,4
2026-09-09T08:49:01Z,r1,329,8,0,4
2026-09-09T08:49:02Z,r1,327,8,0,4
2026-09-09T08:49:04Z,r1,328,8,0,4
2026-09-09T08:49:06Z,r1,329,8,0,5
2026-09-09T08:49:07Z,r1,330,8,0,4
2026-09-09T08:49:09Z,r1,331,8,0,4
2026-09-09T08:49:10Z,r1,332,8,0,4
2026-09-09T08:49:12Z,r1,332,7,0,3
2026-09-09T08:49:13Z,r1,330,8,0,3
2026-09-09T08:49:15Z,r1,329,7,0,4
2026-09-09T08:49:16Z,r1,328,8,0,4
2026-09-09T08:49:18Z,r1,328,7,0,4
2026-09-09T08:49:20Z,r1,329,8,0,4
2026-09-09T08:49:21Z,r1,330,7,0,4
2026-09-09T08:49:23Z,r1,328,7,0,4
2026-09-09T08:49:24Z,r1,328,8,0,5
2026-09-09T08:49:26Z,r1,329,7,0,5
2026-09-09T08:49:27Z,r1,327,8,0,5
2026-09-09T08:49:29Z,r1,325,8,0,5
2026-09-09T08:49:30Z,r1,325,8,0,5
2026-09-09T08:49:32Z,r1,321,8,0,5
2026-09-09T08:49:34Z,r1,321,7,0,5
2026-09-09T08:49:35Z,r1,319,8,0,5
2026-09-09T08:49:37Z,r1,314,8,0,5
2026-09-09T08:49:38Z,r1,320,8,0,5
2026-09-09T08:49:40Z,r1,316,8,0,5
2026-09-09T08:49:41Z,r1,317,8,0,5
2026-09-09T08:49:43Z,r1,316,8,0,5
2026-09-09T08:49:44Z,r1,315,7,0,5
2026-09-09T08:49:46Z,r1,314,7,0,5
2026-09-09T08:49:48Z,r1,314,6,0,5
2026-09-09T08:49:49Z,r1,313,8,0,5
2026-09-09T08:49:51Z,r1,312,8,0,5
2026-09-09T08:49:52Z,r1,312,8,0,5
2026-09-09T08:49:54Z,r1,310,8,0,5
2026-09-09T08:49:55Z,r1,309,7,0,5
2026-09-09T08:49:57Z,r1,306,8,0,5
2026-09-09T08:49:58Z,r1,308,8,0,5
2026-09-09T08:50:00Z,r1,308,8,0,5
2026-09-09T08:50:02Z,r1,308,8,0,5
2026-09-09T08:50:03Z,r1,309,8,0,5
2026-09-09T08:50:05Z,r1,305,8,0,5
2026-09-09T08:50:06Z,r1,305,8,0,5
2026-09-09T08:50:08Z,r1,304,7,0,5
2026-09-09T08:50:09Z,r1,300,8,0,5
2026-09-09T08:50:11Z,r1,304,7,0,5
2026-09-09T08:50:12Z,r1,301,8,0,5
2026-09-09T08:50:14Z,r1,302,8,0,5
2026-09-09T08:50:16Z,r1,303,8,0,5
2026-09-09T08:50:17Z,r1,303,8,0,5
2026-09-09T08:50:19Z,r1,302,8,0,5
2026-09-09T08:50:20Z,r1,302,8,0,5
2026-09-09T08:50:22Z,r1,303,8,0,5
2026-09-09T08:50:23Z,r1,307,8,0,3
2026-09-09T08:50:25Z,r1,308,8,0,3
2026-09-09T08:50:26Z,r1,308,7,0,3
2026-09-09T08:50:28Z,r1,307,7,0,3
2026-09-09T08:50:30Z,r1,305,12,0,4
2026-09-09T08:50:31Z,r1,305,7,0,4
2026-09-09T08:50:33Z,r1,305,8,0,4
2026-09-09T08:50:34Z,r1,304,8,0,4
2026-09-09T08:50:36Z,r1,303,8,0,4
2026-09-09T08:50:37Z,r1,302,7,0,4
2026-09-09T08:50:39Z,r1,302,8,0,4
2026-09-09T08:50:40Z,r1,302,7,0,4
2026-09-09T08:50:42Z,r1,302,8,0,5
2026-09-09T08:50:44Z,r1,299,8,0,5
2026-09-09T08:50:45Z,r1,295,8,0,5
2026-09-09T08:50:47Z,r1,297,8,0,5
2026-09-09T08:50:48Z,r1,297,8,0,5
2026-09-09T08:50:50Z,r1,297,6,0,5
2026-09-09T08:50:51Z,r1,294,7,0,5
2026-09-09T08:50:53Z,r1,294,7,0,6
2026-09-09T08:50:54Z,r1,293,8,0,5
2026-09-09T08:50:56Z,r1,294,8,0,5
2026-09-09T08:50:58Z,r1,293,7,0,5
2026-09-09T08:50:59Z,r1,291,8,0,5
2026-09-09T08:51:01Z,r1,291,8,0,5
2026-09-09T08:51:02Z,r1,291,7,0,5
2026-09-09T08:51:04Z,r1,293,8,0,5
2026-09-09T08:51:05Z,r1,293,7,0,5
2026-09-09T08:51:07Z,r1,290,8,0,5
2026-09-09T08:51:08Z,r1,291,7,0,5
2026-09-09T08:51:10Z,r1,290,8,0,5
2026-09-09T08:51:12Z,r1,289,8,0,5
2026-09-09T08:51:13Z,r1,290,7,0,5
2026-09-09T08:51:15Z,r1,292,8,0,5
2026-09-09T08:51:16Z,r1,289,7,0,5
2026-09-09T08:51:18Z,r1,289,8,0,5
2026-09-09T08:51:19Z,r1,287,7,0,5
2026-09-09T08:51:21Z,r1,287,8,0,5
2026-09-09T08:51:22Z,r1,286,7,0,5
2026-09-09T08:51:24Z,r1,279,8,0,5
2026-09-09T08:51:26Z,r1,282,7,0,4
2026-09-09T08:51:27Z,r1,281,8,0,4
2026-09-09T08:51:29Z,r1,281,8,0,4
2026-09-09T08:51:30Z,r1,277,8,0,4
2026-09-09T08:51:32Z,r1,278,8,0,4
2026-09-09T08:51:33Z,r1,276,8,0,4
2026-09-09T08:51:35Z,r1,276,8,0,4
2026-09-09T08:51:36Z,r1,277,8,0,4
2026-09-09T08:51:38Z,r1,277,8,0,4
2026-09-09T08:51:39Z,r1,277,8,0,4
2026-09-09T08:51:41Z,r1,278,8,0,3
2026-09-09T08:51:42Z,r1,276,8,0,4
2026-09-09T08:51:44Z,r1,278,7,0,4
2026-09-09T08:51:46Z,r1,278,8,0,4
2026-09-09T08:51:47Z,r1,278,7,0,4
2026-09-09T08:51:49Z,r1,275,8,0,4
2026-09-09T08:51:50Z,r1,278,6,0,4
2026-09-09T08:51:52Z,r1,277,7,0,4
2026-09-09T08:51:53Z,r1,278,7,0,4
2026-09-09T08:51:55Z,r1,276,7,0,4
2026-09-09T08:51:56Z,r1,275,7,0,4
2026-09-09T08:51:58Z,r1,274,8,0,4
2026-09-09T08:51:59Z,r1,275,8,0,5
2026-09-09T08:52:01Z,r1,276,8,0,4
2026-09-09T08:52:03Z,r1,276,7,0,4
2026-09-09T08:52:04Z,r1,274,8,0,4
2026-09-09T08:52:06Z,r1,273,7,0,4
2026-09-09T08:52:07Z,r1,273,8,0,4
2026-09-09T08:52:09Z,r1,274,8,0,4
2026-09-09T08:52:10Z,r1,272,8,0,4
2026-09-09T08:52:12Z,r1,272,8,0,4
2026-09-09T08:52:13Z,r1,269,8,0,4
2026-09-09T08:52:15Z,r1,269,8,0,4
2026-09-09T08:52:17Z,r1,268,7,0,4
2026-09-09T08:52:18Z,r1,266,7,0,4
2026-09-09T08:52:20Z,r1,266,6,0,4
2026-09-09T08:52:21Z,r1,265,8,0,4
2026-09-09T08:52:23Z,r1,265,7,0,4
2026-09-09T08:52:24Z,r1,265,8,0,4
2026-09-09T08:52:26Z,r1,264,7,0,4
2026-09-09T08:52:27Z,r1,262,7,0,4
2026-09-09T08:52:29Z,r1,261,8,0,6
2026-09-09T08:52:31Z,r1,261,8,0,5
2026-09-09T08:52:32Z,r1,261,8,0,5
2026-09-09T08:52:34Z,r1,262,8,0,5
2026-09-09T08:52:35Z,r1,261,7,0,5
2026-09-09T08:52:37Z,r1,258,8,0,5
2026-09-09T08:52:38Z,r1,257,7,0,4
2026-09-09T08:52:40Z,r1,256,8,0,4
2026-09-09T08:52:41Z,r1,256,7,0,4
2026-09-09T08:52:43Z,r1,255,8,0,4
2026-09-09T08:52:44Z,r1,255,6,0,5
2026-09-09T08:52:46Z,r1,253,8,0,5
2026-09-09T08:52:48Z,r1,254,7,0,5
2026-09-09T08:52:49Z,r1,254,8,0,5
2026-09-09T08:52:51Z,r1,254,8,0,5
2026-09-09T08:52:52Z,r1,255,8,0,5
2026-09-09T08:52:54Z,r1,256,8,0,5
2026-09-09T08:52:55Z,r1,258,8,0,3
2026-09-09T08:52:57Z,r1,258,7,0,3
2026-09-09T08:52:58Z,r1,258,7,0,3
2026-09-09T08:53:00Z,r1,257,8,0,4
2026-09-09T08:53:01Z,r1,254,7,0,4
2026-09-09T08:53:03Z,r1,253,8,0,4
2026-09-09T08:53:05Z,r1,251,7,0,4
2026-09-09T08:53:06Z,r1,251,8,0,4
2026-09-09T08:53:08Z,r1,250,8,0,4
2026-09-09T08:53:09Z,r1,250,8,0,4
2026-09-09T08:53:11Z,r1,247,8,0,4
2026-09-09T08:53:12Z,r1,247,8,0,4
2026-09-09T08:53:14Z,r1,246,7,0,4
2026-09-09T08:53:15Z,r1,246,7,0,4
2026-09-09T08:53:17Z,r1,244,7,0,4
2026-09-09T08:53:19Z,r1,242,8,0,4
2026-09-09T08:53:20Z,r1,242,7,0,4
2026-09-09T08:53:22Z,r1,240,8,0,4
2026-09-09T08:53:23Z,r1,240,8,0,4
2026-09-09T08:53:25Z,r1,238,8,0,4
2026-09-09T08:53:26Z,r1,237,6,0,4
2026-09-09T08:53:28Z,r1,236,8,0,4
2026-09-09T08:53:29Z,r1,235,7,0,4
2026-09-09T08:53:31Z,r1,235,8,0,4
2026-09-09T08:53:33Z,r1,236,8,0,4
2026-09-09T08:53:34Z,r1,235,8,0,4
2026-09-09T08:53:36Z,r1,233,8,0,4
2026-09-09T08:53:37Z,r1,234,7,0,4
2026-09-09T08:53:39Z,r1,236,7,0,4
2026-09-09T08:53:40Z,r1,234,8,0,4
2026-09-09T08:53:42Z,r1,233,8,0,4
2026-09-09T08:53:43Z,r1,233,8,0,4
2026-09-09T08:53:45Z,r1,234,8,0,4
2026-09-09T08:53:46Z,r1,235,7,0,4
2026-09-09T08:53:48Z,r1,234,8,0,4
2026-09-09T08:53:50Z,r1,232,8,0,4
2026-09-09T08:53:51Z,r1,232,8,0,4
2026-09-09T08:53:53Z,r1,229,8,0,4
2026-09-09T08:53:54Z,r1,224,8,0,4
2026-09-09T08:53:56Z,r1,227,7,0,4
2026-09-09T08:53:57Z,r1,224,8,0,4
2026-09-09T08:53:59Z,r1,226,7,0,4
2026-09-09T08:54:00Z,r1,224,8,0,4
2026-09-09T08:54:02Z,r1,225,8,0,4
2026-09-09T08:54:04Z,r1,223,8,0,4
2026-09-09T08:54:05Z,r1,224,8,0,4
2026-09-09T08:54:07Z,r1,225,8,0,4
2026-09-09T08:54:08Z,r1,225,8,0,4
2026-09-09T08:54:10Z,r1,225,8,0,3
2026-09-09T08:54:11Z,r1,225,8,0,3
2026-09-09T08:54:13Z,r1,224,7,0,3
2026-09-09T08:54:14Z,r1,222,8,0,4
2026-09-09T08:54:16Z,r1,219,8,0,5
2026-09-09T08:54:18Z,r1,219,8,0,5
2026-09-09T08:54:19Z,r1,220,8,0,5
2026-09-09T08:54:21Z,r1,220,5,0,5
2026-09-09T08:54:22Z,r1,218,8,0,5
2026-09-09T08:54:24Z,r1,218,8,0,5
2026-09-09T08:54:25Z,r1,215,8,0,5
2026-09-09T08:54:27Z,r1,219,8,0,5
2026-09-09T08:54:28Z,r1,218,8,0,5
2026-09-09T08:54:30Z,r1,215,8,0,5
2026-09-09T08:54:31Z,r1,216,5,0,5
2026-09-09T08:54:33Z,r1,214,8,0,5
2026-09-09T08:54:35Z,r1,215,7,0,5
2026-09-09T08:54:36Z,r1,214,8,0,5
2026-09-09T08:54:38Z,r1,212,6,0,5
2026-09-09T08:54:39Z,r1,209,8,0,5
2026-09-09T08:54:41Z,r1,208,8,0,5
2026-09-09T08:54:42Z,r1,209,8,0,4
2026-09-09T08:54:44Z,r1,209,8,0,4
2026-09-09T08:54:45Z,r1,208,8,0,4
2026-09-09T08:54:47Z,r1,207,7,0,4
2026-09-09T08:54:49Z,r1,206,7,0,4
2026-09-09T08:54:50Z,r1,205,8,0,4
2026-09-09T08:54:52Z,r1,206,8,0,4
2026-09-09T08:54:53Z,r1,207,7,0,4
2026-09-09T08:54:55Z,r1,205,8,0,5
2026-09-09T08:54:56Z,r1,205,7,0,5
2026-09-09T08:54:58Z,r1,204,8,0,5
2026-09-09T08:54:59Z,r1,205,7,0,5
2026-09-09T08:55:01Z,r1,205,7,0,5
2026-09-09T08:55:03Z,r1,205,8,0,5
2026-09-09T08:55:04Z,r1,202,7,0,5
2026-09-09T08:55:06Z,r1,201,8,0,5
2026-09-09T08:55:07Z,r1,199,8,0,5
2026-09-09T08:55:09Z,r1,199,7,0,5
2026-09-09T08:55:10Z,r1,200,7,0,5
2026-09-09T08:55:12Z,r1,192,8,0,5
2026-09-09T08:55:13Z,r1,195,8,0,4
2026-09-09T08:55:15Z,r1,193,8,0,4
2026-09-09T08:55:17Z,r1,196,8,0,4
2026-09-09T08:55:18Z,r1,195,8,0,4
2026-09-09T08:55:20Z,r1,194,6,0,4
2026-09-09T08:55:21Z,r1,194,8,0,4
2026-09-09T08:55:23Z,r1,194,8,0,4
2026-09-09T08:55:24Z,r1,197,8,0,4
2026-09-09T08:55:26Z,r1,197,8,0,4
2026-09-09T08:55:27Z,r1,198,8,0,4
2026-09-09T08:55:29Z,r1,200,7,0,4
2026-09-09T08:55:30Z,r1,198,8,0,3
2026-09-09T08:55:32Z,r1,198,8,0,3
2026-09-09T08:55:34Z,r1,197,8,0,3
2026-09-09T08:55:35Z,r1,197,6,0,4
2026-09-09T08:55:37Z,r1,193,8,0,4
2026-09-09T08:55:38Z,r1,194,7,0,4
2026-09-09T08:55:40Z,r1,193,8,0,4
2026-09-09T08:55:41Z,r1,193,8,0,4
2026-09-09T08:55:43Z,r1,194,7,0,4
2026-09-09T08:55:44Z,r1,193,7,0,4
2026-09-09T08:55:46Z,r1,191,7,0,4
2026-09-09T08:55:47Z,r1,192,7,0,4
2026-09-09T08:55:49Z,r1,191,8,0,4
2026-09-09T08:55:51Z,r1,192,8,0,4
2026-09-09T08:55:52Z,r1,190,8,0,4
2026-09-09T08:55:54Z,r1,189,8,0,4
2026-09-09T08:55:55Z,r1,186,7,0,4
2026-09-09T08:55:57Z,r1,186,8,0,4
2026-09-09T08:55:58Z,r1,185,8,0,4
2026-09-09T08:56:00Z,r1,180,8,0,4
2026-09-09T08:56:01Z,r1,183,7,0,4
2026-09-09T08:56:03Z,r1,184,8,0,4
2026-09-09T08:56:04Z,r1,184,6,0,4
2026-09-09T08:56:06Z,r1,184,8,0,4
2026-09-09T08:56:08Z,r1,184,7,0,5
2026-09-09T08:56:09Z,r1,182,8,0,4
2026-09-09T08:56:11Z,r1,182,7,0,4
2026-09-09T08:56:12Z,r1,181,7,0,4
2026-09-09T08:56:14Z,r1,181,8,0,4
2026-09-09T08:56:15Z,r1,182,8,0,4
2026-09-09T08:56:17Z,r1,180,7,0,4
2026-09-09T08:56:18Z,r1,180,7,0,4
2026-09-09T08:56:20Z,r1,178,8,0,4
2026-09-09T08:56:21Z,r1,176,8,0,4
2026-09-09T08:56:23Z,r1,176,8,0,4
2026-09-09T08:56:25Z,r1,174,8,0,4
2026-09-09T08:56:26Z,r1,173,7,0,4
2026-09-09T08:56:28Z,r1,170,8,0,4
2026-09-09T08:56:29Z,r1,170,6,0,4
2026-09-09T08:56:31Z,r1,170,8,0,4
2026-09-09T08:56:32Z,r1,170,6,0,4
2026-09-09T08:56:34Z,r1,167,7,0,4
2026-09-09T08:56:35Z,r1,167,6,0,4
2026-09-09T08:56:37Z,r1,167,8,0,4
2026-09-09T08:56:38Z,r1,167,8,0,4
2026-09-09T08:56:40Z,r1,169,8,0,4
2026-09-09T08:56:42Z,r1,172,8,0,4
2026-09-09T08:56:43Z,r1,172,8,0,4
2026-09-09T08:56:45Z,r1,172,8,0,4
2026-09-09T08:56:46Z,r1,174,8,0,3
2026-09-09T08:56:48Z,r1,174,8,0,3
2026-09-09T08:56:49Z,r1,172,7,0,4
2026-09-09T08:56:51Z,r1,170,8,0,4
2026-09-09T08:56:52Z,r1,169,8,0,4
2026-09-09T08:56:54Z,r1,168,8,0,4
2026-09-09T08:56:56Z,r1,169,8,0,5
2026-09-09T08:56:57Z,r1,168,8,0,4
2026-09-09T08:56:59Z,r1,166,7,0,4
2026-09-09T08:57:00Z,r1,165,8,0,4
2026-09-09T08:57:02Z,r1,164,7,0,4
2026-09-09T08:57:03Z,r1,166,8,0,4
2026-09-09T08:57:05Z,r1,167,7,0,4
2026-09-09T08:57:06Z,r1,164,7,0,4
2026-09-09T08:57:08Z,r1,164,8,0,4
2026-09-09T08:57:10Z,r1,163,8,0,4
2026-09-09T08:57:11Z,r1,162,8,0,4
2026-09-09T08:57:13Z,r1,163,8,0,4
2026-09-09T08:57:14Z,r1,164,5,0,6
2026-09-09T08:57:16Z,r1,159,8,0,5
2026-09-09T08:57:17Z,r1,160,6,0,5
2026-09-09T08:57:19Z,r1,159,8,0,5
2026-09-09T08:57:20Z,r1,161,8,0,5
2026-09-09T08:57:22Z,r1,162,7,0,5
2026-09-09T08:57:23Z,r1,160,8,0,5
2026-09-09T08:57:25Z,r1,158,7,0,5
2026-09-09T08:57:27Z,r1,157,8,0,5
2026-09-09T08:57:28Z,r1,156,8,0,5
2026-09-09T08:57:30Z,r1,157,8,0,5
2026-09-09T08:57:31Z,r1,155,6,0,5
2026-09-09T08:57:33Z,r1,152,8,0,5
2026-09-09T08:57:34Z,r1,150,8,0,5
2026-09-09T08:57:36Z,r1,150,8,0,5
2026-09-09T08:57:37Z,r1,150,8,0,5
2026-09-09T08:57:39Z,r1,150,7,0,5
2026-09-09T08:57:41Z,r1,147,7,0,5
2026-09-09T08:57:42Z,r1,144,8,0,5
2026-09-09T08:57:44Z,r1,143,8,0,5
2026-09-09T08:57:45Z,r1,143,8,0,5
2026-09-09T08:57:47Z,r1,143,8,0,5
2026-09-09T08:57:48Z,r1,140,8,0,5
2026-09-09T08:57:50Z,r1,138,7,0,4
2026-09-09T08:57:51Z,r1,137,7,0,4
2026-09-09T08:57:53Z,r1,137,8,0,4
2026-09-09T08:57:54Z,r1,137,8,0,5
2026-09-09T08:57:56Z,r1,137,8,0,4
2026-09-09T08:57:58Z,r1,139,8,0,4
2026-09-09T08:57:59Z,r1,139,8,0,4
2026-09-09T08:58:01Z,r1,139,8,0,3
2026-09-09T08:58:02Z,r1,139,8,0,3
2026-09-09T08:58:04Z,r1,142,7,0,3
2026-09-09T08:58:05Z,r1,139,8,0,4
2026-09-09T08:58:07Z,r1,141,6,0,4
2026-09-09T08:58:08Z,r1,138,8,0,5
2026-09-09T08:58:10Z,r1,139,7,0,5
2026-09-09T08:58:12Z,r1,139,8,0,5
