ts,arm,locked_by,running_count
2026-09-09T08:35:41Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:35:43Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:35:44Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:35:46Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:35:47Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:35:49Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:35:50Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:35:52Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:35:54Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:35:55Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:35:57Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:35:58Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:00Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:01Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:03Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:04Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:06Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:07Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:09Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:11Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:12Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:14Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:15Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:17Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:18Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:20Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:21Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:23Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:25Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:26Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:28Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:29Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:31Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:32Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:34Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:35Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:37Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:38Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:40Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:42Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:43Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:45Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:46Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:48Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:49Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:51Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:52Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:54Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:56Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:36:57Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:36:59Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:37:00Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:02Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:37:03Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:05Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:37:06Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:37:08Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:09Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:37:11Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:13Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:14Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:16Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:17Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:37:19Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:37:20Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:22Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:23Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:25Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:27Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:28Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:30Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:31Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:37:33Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:34Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:37:36Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:37Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:39Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:41Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:42Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:37:44Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:37:45Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:47Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:48Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:50Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:51Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:53Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:54Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:56Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:58Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:37:59Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:01Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:02Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:04Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:38:05Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:07Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:38:08Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:10Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:38:11Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:13Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:15Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:16Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:38:18Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:38:19Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:21Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:22Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:24Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:38:25Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:38:27Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:28Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:38:30Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:32Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:38:33Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:35Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:38:36Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:38:38Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:39Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:38:41Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:42Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:38:44Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:45Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:47Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:49Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:50Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:52Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:53Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:55Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:56Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:38:58Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:38:59Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:01Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:39:02Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:04Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:06Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:07Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:09Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:10Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:12Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:13Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:39:15Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:16Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:39:18Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:19Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:21Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:23Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:39:24Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:39:26Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:39:27Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:29Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:39:30Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:32Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:39:33Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:39:35Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:39:36Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:38Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:39:40Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:41Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:43Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:39:44Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:46Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:47Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:49Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:50Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:52Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:39:53Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:55Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:57Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:39:58Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:00Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:01Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:40:03Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:04Z,r1,worker-de708e179629-1788942216871,6
2026-09-09T08:40:06Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:40:07Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:09Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:10Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:12Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:13Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:40:15Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:17Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:40:18Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:20Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:21Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:23Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:24Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:26Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:27Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:29Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:30Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:32Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:40:34Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:35Z,r1,worker-de708e179629-1788942216871,7
2026-09-09T08:40:37Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:38Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:40Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:41Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:43Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:44Z,r1,worker-de708e179629-1788942216871,8
2026-09-09T08:40:46Z,r1,worker-de708e179629-1788942216871,6
