epoch,iso,due_queued,running,completed,oldest_due_age_s,feed_backlog,available_work
1788873025,2026-09-08T13:10:25Z,1,1,0,0,900,902
1788873030,2026-09-08T13:10:30Z,52,16,32,5,800,868
1788873036,2026-09-08T13:10:36Z,120,4,80,11,700,824
1788873041,2026-09-08T13:10:41Z,72,16,112,6,700,788
1788873047,2026-09-08T13:10:47Z,124,16,160,12,600,740
1788873052,2026-09-08T13:10:52Z,76,16,208,7,600,692
1788873058,2026-09-08T13:10:58Z,144,11,249,13,500,655
1788873064,2026-09-08T13:11:04Z,96,16,288,8,500,612
1788873069,2026-09-08T13:11:09Z,148,16,336,14,400,564
1788873075,2026-09-08T13:11:15Z,117,16,384,10,400,533
1788873080,2026-09-08T13:11:20Z,168,16,419,16,300,484
1788873086,2026-09-08T13:11:26Z,220,16,464,21,200,436
1788873091,2026-09-08T13:11:31Z,172,16,512,17,200,388
1788873097,2026-09-08T13:11:37Z,240,2,560,22,100,342
1788873103,2026-09-08T13:11:43Z,192,16,592,18,100,308
1788873108,2026-09-08T13:11:48Z,244,16,640,23,0,260
1788873114,2026-09-08T13:11:54Z,196,16,688,19,0,212
1788873119,2026-09-08T13:11:59Z,164,11,731,24,0,175
1788873125,2026-09-08T13:12:05Z,116,17,768,29,0,133
1788873131,2026-09-08T13:12:11Z,68,16,816,25,0,84
1788873136,2026-09-08T13:12:16Z,36,16,864,30,0,52
1788873142,2026-09-08T13:12:22Z,0,0,900,0,0,0
1788873147,2026-09-08T13:12:27Z,0,0,900,0,0,0
1788873153,2026-09-08T13:12:33Z,0,0,900,0,0,0
1788873158,2026-09-08T13:12:38Z,0,0,900,0,0,0
1788873164,2026-09-08T13:12:44Z,0,0,900,0,0,0
1788873170,2026-09-08T13:12:50Z,0,0,900,0,0,0
1788873175,2026-09-08T13:12:55Z,1,0,900,1,0,1
1788873181,2026-09-08T13:13:01Z,0,0,900,0,0,0
1788873186,2026-09-08T13:13:06Z,0,0,900,0,0,0
1788873192,2026-09-08T13:13:12Z,0,0,900,0,0,0
1788873197,2026-09-08T13:13:18Z,0,0,900,0,0,0
1788873203,2026-09-08T13:13:23Z,0,0,900,0,0,0
1788873209,2026-09-08T13:13:29Z,0,0,900,0,0,0
1788873214,2026-09-08T13:13:34Z,0,0,900,0,0,0
1788873220,2026-09-08T13:13:40Z,0,0,900,0,0,0
1788873225,2026-09-08T13:13:45Z,1,0,900,1,0,1
1788873231,2026-09-08T13:13:51Z,0,0,900,0,0,0
1788873237,2026-09-08T13:13:57Z,0,0,900,0,0,0
1788873242,2026-09-08T13:14:02Z,0,0,900,0,0,0
1788873248,2026-09-08T13:14:08Z,0,0,900,0,0,0
1788873253,2026-09-08T13:14:13Z,0,0,900,0,0,0
1788873259,2026-09-08T13:14:19Z,0,0,900,0,0,0
1788873264,2026-09-08T13:14:24Z,0,0,900,0,0,0
1788873270,2026-09-08T13:14:30Z,0,0,900,0,0,0
1788873276,2026-09-08T13:14:36Z,1,1,900,0,0,2
1788873281,2026-09-08T13:14:41Z,0,0,900,0,0,0
1788873287,2026-09-08T13:14:47Z,0,0,900,0,0,0
1788873292,2026-09-08T13:14:52Z,0,0,900,0,0,0
1788873298,2026-09-08T13:14:58Z,0,0,900,0,0,0
1788873303,2026-09-08T13:15:03Z,0,0,900,0,0,0
1788873309,2026-09-08T13:15:09Z,0,0,900,0,0,0
1788873315,2026-09-08T13:15:15Z,0,0,900,0,0,0
1788873320,2026-09-08T13:15:20Z,0,0,900,0,0,0
