ts,wait_event_type,wait_event,waiters,active_connections
2026-09-08T11:45:38Z,,,0,1
2026-09-08T11:45:39Z,,,0,1
2026-09-08T11:45:41Z,,,0,2
2026-09-08T11:45:42Z,,,0,2
2026-09-08T11:45:43Z,,,0,2
2026-09-08T11:45:44Z,,,0,2
2026-09-08T11:45:45Z,,,0,2
2026-09-08T11:45:47Z,,,0,2
2026-09-08T11:45:48Z,,,0,2
2026-09-08T11:45:49Z,,,0,2
2026-09-08T11:45:50Z,,,0,2
2026-09-08T11:45:52Z,,,0,2
2026-09-08T11:45:53Z,,,0,2
2026-09-08T11:45:54Z,,,0,3
2026-09-08T11:45:55Z,,,0,3
2026-09-08T11:45:57Z,,,0,3
2026-09-08T11:45:58Z,,,0,3
2026-09-08T11:45:59Z,,,0,3
2026-09-08T11:46:00Z,,,0,3
2026-09-08T11:46:01Z,,,0,3
2026-09-08T11:46:03Z,,,0,3
2026-09-08T11:46:04Z,,,0,3
2026-09-08T11:46:05Z,,,0,2
2026-09-08T11:46:06Z,,,0,2
2026-09-08T11:46:07Z,,,0,2
2026-09-08T11:46:09Z,,,0,2
2026-09-08T11:46:10Z,,,0,2
2026-09-08T11:46:11Z,,,0,2
2026-09-08T11:46:12Z,,,0,2
2026-09-08T11:46:14Z,,,0,2
2026-09-08T11:46:15Z,,,0,2
2026-09-08T11:46:16Z,,,0,2
2026-09-08T11:46:17Z,,,0,2
2026-09-08T11:46:18Z,,,0,2
2026-09-08T11:46:20Z,,,0,2
2026-09-08T11:46:21Z,,,0,2
2026-09-08T11:46:22Z,,,0,2
2026-09-08T11:46:23Z,,,0,2
2026-09-08T11:46:25Z,,,0,2
2026-09-08T11:46:26Z,,,0,2
2026-09-08T11:46:27Z,,,0,2
2026-09-08T11:46:28Z,,,0,2
2026-09-08T11:46:29Z,,,0,2
2026-09-08T11:46:31Z,,,0,2
2026-09-08T11:46:32Z,,,0,2
2026-09-08T11:46:33Z,,,0,2
2026-09-08T11:46:34Z,,,0,2
2026-09-08T11:46:36Z,,,0,2
2026-09-08T11:46:37Z,,,0,2
2026-09-08T11:46:38Z,,,0,2
2026-09-08T11:46:39Z,,,0,2
2026-09-08T11:46:40Z,,,0,2
