product,cycle,t0_ms,t1_ms,outbox_created_local,drain_http_status,drain_before_ms,drain_after_ms,outbox_delivered_utc,webhook_delivery_status,webhook_delivery_created_utc,inv_job_created_utc,inv_job_status,inv_job_outcome,inventory_items_updated_count,inventory_items_max_updated_utc,propagate_job_created_utc,propagate_job_status,propagate_job_outcome,offer_children_count,offer_child_created_utc,offer_child_status,offer_child_last_error,offer_child_completed_utc
20,0,1788875980275,1788875980336,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
21,0,1788876002042,1788876002114,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
22,0,1788876023841,1788876023919,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
23,0,1788876045595,1788876045686,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
24,0,1788876067355,1788876067446,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
25,0,1788876089183,1788876089242,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
20,1,1788876110958,1788876111017,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
21,1,1788876132734,1788876132794,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
22,1,1788876154501,1788876154583,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
23,1,1788876176296,1788876176380,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
24,1,1788876198059,1788876198156,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
25,1,1788876219880,1788876219941,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
20,2,1788876241638,1788876241694,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
21,2,1788876263458,1788876263530,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
22,2,1788876285243,1788876285334,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
23,2,1788876307030,1788876307122,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
24,2,1788876328814,1788876328905,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
25,2,1788876350605,1788876350667,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
20,3,1788876372354,1788876372414,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
21,3,1788876394124,1788876394195,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
22,3,1788876415931,1788876416019,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
23,3,1788876437710,1788876437798,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
24,3,1788876459467,1788876459559,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
25,3,1788876481264,1788876481322,NO_OUTBOX_ROW,,,,,,,,,,,,,,,,
