ts,wait_event_type,wait_event,waiters,active_connections
2026-09-08T11:49:28Z,,,0,1
2026-09-08T11:49:29Z,,,0,1
2026-09-08T11:49:31Z,,,0,2
2026-09-08T11:49:32Z,,,0,2
2026-09-08T11:49:33Z,,,0,2
2026-09-08T11:49:34Z,,,0,2
2026-09-08T11:49:35Z,,,0,2
2026-09-08T11:49:37Z,,,0,2
2026-09-08T11:49:38Z,,,0,2
2026-09-08T11:49:39Z,,,0,2
2026-09-08T11:49:40Z,,,0,2
2026-09-08T11:49:42Z,,,0,2
2026-09-08T11:49:43Z,,,0,2
2026-09-08T11:49:44Z,,,0,2
2026-09-08T11:49:45Z,,,0,2
2026-09-08T11:49:46Z,,,0,2
2026-09-08T11:49:48Z,,,0,2
2026-09-08T11:49:49Z,,,0,2
2026-09-08T11:49:50Z,,,0,2
2026-09-08T11:49:51Z,,,0,2
2026-09-08T11:49:53Z,,,0,2
2026-09-08T11:49:54Z,,,0,2
2026-09-08T11:49:55Z,,,0,2
2026-09-08T11:49:56Z,,,0,2
2026-09-08T11:49:57Z,,,0,2
2026-09-08T11:49:59Z,,,0,2
2026-09-08T11:50:00Z,,,0,2
2026-09-08T11:50:01Z,,,0,2
2026-09-08T11:50:02Z,,,0,2
2026-09-08T11:50:04Z,,,0,2
2026-09-08T11:50:05Z,,,0,2
2026-09-08T11:50:06Z,,,0,2
2026-09-08T11:50:07Z,,,0,2
2026-09-08T11:50:08Z,,,0,2
2026-09-08T11:50:10Z,,,0,2
2026-09-08T11:50:11Z,,,0,2
2026-09-08T11:50:12Z,,,0,2
2026-09-08T11:50:13Z,,,0,2
2026-09-08T11:50:15Z,,,0,2
2026-09-08T11:50:16Z,,,0,2
2026-09-08T11:50:17Z,,,0,2
2026-09-08T11:50:18Z,,,0,2
2026-09-08T11:50:19Z,,,0,3
2026-09-08T11:50:21Z,,,0,2
2026-09-08T11:50:22Z,,,0,2
2026-09-08T11:50:23Z,,,0,2
2026-09-08T11:50:24Z,,,0,2
2026-09-08T11:50:26Z,,,0,2
2026-09-08T11:50:27Z,,,0,2
2026-09-08T11:50:28Z,,,0,2
2026-09-08T11:50:29Z,,,0,2
2026-09-08T11:50:30Z,,,0,2
2026-09-08T11:50:32Z,,,0,2
2026-09-08T11:50:33Z,,,0,2
2026-09-08T11:50:34Z,,,0,2
2026-09-08T11:50:35Z,,,0,2
2026-09-08T11:50:37Z,,,0,3
2026-09-08T11:50:38Z,,,0,3
2026-09-08T11:50:39Z,,,0,3
2026-09-08T11:50:40Z,,,0,3
2026-09-08T11:50:41Z,,,0,3
2026-09-08T11:50:43Z,,,0,3
2026-09-08T11:50:44Z,,,0,3
2026-09-08T11:50:45Z,,,0,3
2026-09-08T11:50:46Z,,,0,3
2026-09-08T11:50:48Z,,,0,2
2026-09-08T11:50:49Z,,,0,2
2026-09-08T11:50:50Z,,,0,2
2026-09-08T11:50:51Z,,,0,2
2026-09-08T11:50:52Z,,,0,2
2026-09-08T11:50:54Z,,,0,2
2026-09-08T11:50:55Z,,,0,2
2026-09-08T11:50:56Z,,,0,2
2026-09-08T11:50:57Z,,,0,2
2026-09-08T11:50:59Z,,,0,2
2026-09-08T11:51:00Z,,,0,2
2026-09-08T11:51:01Z,,,0,2
2026-09-08T11:51:02Z,,,0,2
2026-09-08T11:51:03Z,,,0,2
2026-09-08T11:51:05Z,,,0,2
2026-09-08T11:51:06Z,,,0,2
2026-09-08T11:51:07Z,,,0,2
2026-09-08T11:51:08Z,,,0,2
2026-09-08T11:51:10Z,,,0,2
2026-09-08T11:51:11Z,,,0,2
2026-09-08T11:51:12Z,,,0,2
2026-09-08T11:51:13Z,,,0,2
2026-09-08T11:51:14Z,,,0,2
2026-09-08T11:51:16Z,,,0,2
2026-09-08T11:51:17Z,,,0,2
2026-09-08T11:51:18Z,,,0,2
2026-09-08T11:51:19Z,,,0,2
2026-09-08T11:51:21Z,,,0,2
2026-09-08T11:51:22Z,,,0,2
2026-09-08T11:51:23Z,,,0,2
2026-09-08T11:51:24Z,,,0,2
2026-09-08T11:51:26Z,,,0,2
2026-09-08T11:51:27Z,,,0,2
2026-09-08T11:51:28Z,,,0,2
2026-09-08T11:51:29Z,,,0,2
2026-09-08T11:51:30Z,,,0,2
2026-09-08T11:51:32Z,,,0,2
2026-09-08T11:51:33Z,,,0,2
2026-09-08T11:51:34Z,,,0,2
2026-09-08T11:51:35Z,,,0,2
2026-09-08T11:51:37Z,,,0,2
2026-09-08T11:51:38Z,,,0,3
2026-09-08T11:51:39Z,,,0,2
2026-09-08T11:51:40Z,,,0,2
2026-09-08T11:51:41Z,,,0,2
2026-09-08T11:51:43Z,,,0,2
2026-09-08T11:51:44Z,,,0,2
2026-09-08T11:51:45Z,,,0,2
2026-09-08T11:51:46Z,,,0,2
2026-09-08T11:51:48Z,,,0,2
2026-09-08T11:51:49Z,,,0,2
2026-09-08T11:51:50Z,,,0,2
2026-09-08T11:51:51Z,,,0,2
2026-09-08T11:51:52Z,,,0,2
2026-09-08T11:51:54Z,,,0,2
2026-09-08T11:51:55Z,,,0,2
2026-09-08T11:51:56Z,,,0,2
2026-09-08T11:51:57Z,,,0,2
2026-09-08T11:51:59Z,,,0,2
2026-09-08T11:52:00Z,,,0,2
2026-09-08T11:52:01Z,,,0,2
2026-09-08T11:52:02Z,,,0,2
2026-09-08T11:52:03Z,,,0,2
2026-09-08T11:52:05Z,,,0,2
2026-09-08T11:52:06Z,,,0,2
2026-09-08T11:52:07Z,,,0,2
2026-09-08T11:52:08Z,,,0,2
2026-09-08T11:52:09Z,,,0,2
2026-09-08T11:52:11Z,,,0,2
2026-09-08T11:52:12Z,,,0,2
2026-09-08T11:52:13Z,,,0,2
