ts,wait_event_type,wait_event,waiters,active_connections
2026-09-08T11:41:48Z,,,0,1
2026-09-08T11:41:49Z,,,0,1
2026-09-08T11:41:50Z,,,0,2
2026-09-08T11:41:52Z,,,0,2
2026-09-08T11:41:53Z,,,0,2
2026-09-08T11:41:54Z,,,0,2
2026-09-08T11:41:55Z,,,0,2
2026-09-08T11:41:57Z,,,0,2
2026-09-08T11:41:58Z,,,0,2
2026-09-08T11:41:59Z,,,0,2
2026-09-08T11:42:00Z,,,0,2
2026-09-08T11:42:01Z,,,0,2
2026-09-08T11:42:03Z,,,0,4
2026-09-08T11:42:04Z,,,0,3
2026-09-08T11:42:05Z,,,0,3
2026-09-08T11:42:06Z,,,0,3
2026-09-08T11:42:08Z,,,0,3
2026-09-08T11:42:09Z,,,0,3
2026-09-08T11:42:10Z,,,0,3
2026-09-08T11:42:11Z,,,0,3
2026-09-08T11:42:12Z,,,0,3
2026-09-08T11:42:14Z,,,0,3
2026-09-08T11:42:15Z,,,0,2
2026-09-08T11:42:16Z,,,0,2
2026-09-08T11:42:17Z,,,0,3
2026-09-08T11:42:19Z,,,0,2
2026-09-08T11:42:20Z,,,0,2
2026-09-08T11:42:21Z,,,0,2
2026-09-08T11:42:22Z,,,0,2
2026-09-08T11:42:23Z,,,0,2
2026-09-08T11:42:25Z,,,0,2
2026-09-08T11:42:26Z,,,0,2
2026-09-08T11:42:27Z,,,0,2
2026-09-08T11:42:28Z,,,0,2
2026-09-08T11:42:30Z,,,0,2
2026-09-08T11:42:31Z,,,0,2
2026-09-08T11:42:32Z,,,0,2
2026-09-08T11:42:33Z,,,0,2
2026-09-08T11:42:34Z,,,0,2
2026-09-08T11:42:36Z,,,0,2
2026-09-08T11:42:37Z,,,0,2
2026-09-08T11:42:38Z,,,0,2
2026-09-08T11:42:39Z,,,0,2
2026-09-08T11:42:41Z,,,0,2
2026-09-08T11:42:42Z,,,0,2
2026-09-08T11:42:43Z,,,0,2
2026-09-08T11:42:44Z,,,0,2
2026-09-08T11:42:45Z,,,0,2
2026-09-08T11:42:47Z,,,0,2
2026-09-08T11:42:48Z,,,0,2
2026-09-08T11:42:49Z,,,0,2
2026-09-08T11:42:50Z,,,0,2
2026-09-08T11:42:52Z,,,0,2
2026-09-08T11:42:53Z,,,0,2
2026-09-08T11:42:54Z,,,0,2
2026-09-08T11:42:55Z,,,0,2
2026-09-08T11:42:56Z,,,0,2
2026-09-08T11:42:58Z,,,0,2
2026-09-08T11:42:59Z,,,0,2
2026-09-08T11:43:00Z,,,0,2
2026-09-08T11:43:01Z,,,0,2
2026-09-08T11:43:03Z,,,0,3
2026-09-08T11:43:04Z,,,0,3
2026-09-08T11:43:05Z,,,0,3
2026-09-08T11:43:06Z,,,0,3
2026-09-08T11:43:07Z,,,0,3
2026-09-08T11:43:09Z,,,0,3
2026-09-08T11:43:10Z,,,0,3
2026-09-08T11:43:11Z,,,0,3
2026-09-08T11:43:12Z,,,0,2
2026-09-08T11:43:14Z,,,0,2
2026-09-08T11:43:15Z,,,0,2
2026-09-08T11:43:16Z,,,0,2
2026-09-08T11:43:17Z,,,0,2
2026-09-08T11:43:18Z,,,0,2
2026-09-08T11:43:20Z,,,0,2
2026-09-08T11:43:21Z,,,0,2
2026-09-08T11:43:22Z,,,0,2
2026-09-08T11:43:23Z,,,0,2
2026-09-08T11:43:25Z,,,0,2
2026-09-08T11:43:26Z,,,0,2
2026-09-08T11:43:27Z,,,0,2
2026-09-08T11:43:28Z,,,0,2
2026-09-08T11:43:29Z,,,0,2
2026-09-08T11:43:31Z,,,0,2
2026-09-08T11:43:32Z,,,0,2
2026-09-08T11:43:33Z,,,0,2
2026-09-08T11:43:34Z,,,0,2
2026-09-08T11:43:36Z,,,0,2
2026-09-08T11:43:37Z,,,0,2
2026-09-08T11:43:38Z,,,0,2
2026-09-08T11:43:39Z,,,0,3
2026-09-08T11:43:41Z,,,0,3
2026-09-08T11:43:42Z,,,0,3
2026-09-08T11:43:43Z,,,0,3
2026-09-08T11:43:44Z,,,0,3
2026-09-08T11:43:45Z,,,0,3
2026-09-08T11:43:47Z,,,0,3
2026-09-08T11:43:48Z,,,0,3
2026-09-08T11:43:49Z,,,0,2
2026-09-08T11:43:50Z,,,0,2
2026-09-08T11:43:52Z,,,0,2
2026-09-08T11:43:53Z,,,0,2
2026-09-08T11:43:54Z,,,0,2
2026-09-08T11:43:55Z,,,0,2
2026-09-08T11:43:56Z,,,0,2
2026-09-08T11:43:58Z,,,0,2
2026-09-08T11:43:59Z,,,0,2
2026-09-08T11:44:00Z,,,0,2
2026-09-08T11:44:01Z,,,0,2
2026-09-08T11:44:03Z,,,0,2
2026-09-08T11:44:04Z,,,0,2
2026-09-08T11:44:05Z,,,0,2
2026-09-08T11:44:06Z,,,0,2
2026-09-08T11:44:07Z,,,0,2
2026-09-08T11:44:09Z,,,0,2
2026-09-08T11:44:10Z,,,0,2
2026-09-08T11:44:11Z,,,0,2
2026-09-08T11:44:12Z,,,0,2
2026-09-08T11:44:14Z,,,0,2
2026-09-08T11:44:15Z,,,0,2
2026-09-08T11:44:16Z,,,0,2
2026-09-08T11:44:17Z,,,0,2
2026-09-08T11:44:18Z,,,0,2
2026-09-08T11:44:20Z,,,0,2
2026-09-08T11:44:21Z,,,0,2
2026-09-08T11:44:22Z,,,0,2
2026-09-08T11:44:23Z,,,0,2
2026-09-08T11:44:25Z,,,0,2
2026-09-08T11:44:26Z,,,0,2
2026-09-08T11:44:27Z,,,0,2
2026-09-08T11:44:28Z,,,0,2
2026-09-08T11:44:30Z,,,0,2
2026-09-08T11:44:31Z,,,0,2
2026-09-08T11:44:32Z,,,0,2
2026-09-08T11:44:33Z,,,0,2
