ts,wait_event_type,wait_event,waiters,active_connections
2026-09-08T12:08:11Z,,,0,1
2026-09-08T12:08:12Z,,,0,1
2026-09-08T12:08:14Z,,,0,2
2026-09-08T12:08:15Z,,,0,2
2026-09-08T12:08:16Z,,,0,2
2026-09-08T12:08:17Z,,,0,4
2026-09-08T12:08:18Z,,,0,4
2026-09-08T12:08:20Z,,,0,4
2026-09-08T12:08:21Z,,,0,4
2026-09-08T12:08:22Z,,,0,4
2026-09-08T12:08:23Z,,,0,4
2026-09-08T12:08:25Z,,,0,4
2026-09-08T12:08:26Z,,,0,4
2026-09-08T12:08:27Z,,,0,4
2026-09-08T12:08:28Z,,,0,3
2026-09-08T12:08:29Z,,,0,3
2026-09-08T12:08:31Z,,,0,4
2026-09-08T12:08:32Z,,,0,4
2026-09-08T12:08:33Z,,,0,4
2026-09-08T12:08:34Z,,,0,4
2026-09-08T12:08:36Z,,,0,4
2026-09-08T12:08:37Z,,,0,4
2026-09-08T12:08:38Z,,,0,4
2026-09-08T12:08:39Z,,,0,5
2026-09-08T12:08:40Z,,,0,7
2026-09-08T12:08:42Z,,,0,7
2026-09-08T12:08:43Z,,,0,7
2026-09-08T12:08:44Z,,,0,7
2026-09-08T12:08:45Z,,,0,10
2026-09-08T12:08:47Z,,,0,10
2026-09-08T12:08:48Z,,,0,10
2026-09-08T12:08:49Z,,,0,9
2026-09-08T12:08:50Z,,,0,9
2026-09-08T12:08:51Z,,,0,9
2026-09-08T12:08:53Z,,,0,9
2026-09-08T12:08:54Z,,,0,9
2026-09-08T12:08:55Z,,,0,9
2026-09-08T12:08:56Z,,,0,7
2026-09-08T12:08:57Z,,,0,7
2026-09-08T12:08:59Z,,,0,7
2026-09-08T12:09:00Z,,,0,7
2026-09-08T12:09:01Z,,,0,7
2026-09-08T12:09:02Z,,,0,7
2026-09-08T12:09:04Z,,,0,7
2026-09-08T12:09:05Z,,,0,7
2026-09-08T12:09:06Z,,,0,7
2026-09-08T12:09:07Z,,,0,7
2026-09-08T12:09:08Z,,,0,7
2026-09-08T12:09:10Z,,,0,8
2026-09-08T12:09:11Z,,,0,7
2026-09-08T12:09:12Z,,,0,7
2026-09-08T12:09:13Z,,,0,11
2026-09-08T12:09:15Z,,,0,11
2026-09-08T12:09:16Z,,,0,11
2026-09-08T12:09:17Z,,,0,11
2026-09-08T12:09:18Z,,,0,11
2026-09-08T12:09:19Z,,,0,11
2026-09-08T12:09:21Z,,,0,11
2026-09-08T12:09:22Z,,,0,11
2026-09-08T12:09:23Z,,,0,9
2026-09-08T12:09:24Z,,,0,9
2026-09-08T12:09:25Z,,,0,9
2026-09-08T12:09:27Z,,,0,9
2026-09-08T12:09:28Z,,,0,7
2026-09-08T12:09:29Z,,,0,7
2026-09-08T12:09:30Z,,,0,9
2026-09-08T12:09:32Z,,,0,9
2026-09-08T12:09:33Z,,,0,9
2026-09-08T12:09:34Z,,,0,9
2026-09-08T12:09:35Z,,,0,9
2026-09-08T12:09:36Z,,,0,9
2026-09-08T12:09:38Z,,,0,9
2026-09-08T12:09:39Z,,,0,9
2026-09-08T12:09:40Z,,,0,6
2026-09-08T12:09:41Z,,,0,6
2026-09-08T12:09:43Z,,,0,6
2026-09-08T12:09:44Z,,,0,6
2026-09-08T12:09:45Z,,,0,6
2026-09-08T12:09:46Z,,,0,6
2026-09-08T12:09:47Z,,,0,6
2026-09-08T12:09:49Z,,,0,6
2026-09-08T12:09:50Z,,,0,6
2026-09-08T12:09:51Z,,,0,6
2026-09-08T12:09:52Z,,,0,6
2026-09-08T12:09:54Z,,,0,6
2026-09-08T12:09:55Z,,,0,8
2026-09-08T12:09:56Z,,,0,8
2026-09-08T12:09:57Z,,,0,8
2026-09-08T12:09:58Z,,,0,8
2026-09-08T12:10:00Z,,,0,8
2026-09-08T12:10:01Z,,,0,8
2026-09-08T12:10:02Z,,,0,8
2026-09-08T12:10:03Z,,,0,8
2026-09-08T12:10:05Z,,,0,7
2026-09-08T12:10:06Z,,,0,7
2026-09-08T12:10:07Z,,,0,7
2026-09-08T12:10:08Z,,,0,7
2026-09-08T12:10:10Z,,,0,7
2026-09-08T12:10:11Z,,,0,7
2026-09-08T12:10:12Z,,,0,7
2026-09-08T12:10:13Z,,,0,6
2026-09-08T12:10:14Z,,,0,6
2026-09-08T12:10:16Z,,,0,6
2026-09-08T12:10:17Z,,,0,6
2026-09-08T12:10:18Z,,,0,6
2026-09-08T12:10:19Z,,,0,7
2026-09-08T12:10:21Z,,,0,7
2026-09-08T12:10:22Z,,,0,7
2026-09-08T12:10:23Z,,,0,7
2026-09-08T12:10:24Z,,,0,7
2026-09-08T12:10:25Z,,,0,7
2026-09-08T12:10:27Z,,,0,7
2026-09-08T12:10:28Z,,,0,8
2026-09-08T12:10:29Z,,,0,8
2026-09-08T12:10:30Z,,,0,8
2026-09-08T12:10:32Z,,,0,8
2026-09-08T12:10:33Z,,,0,8
2026-09-08T12:10:34Z,,,0,8
2026-09-08T12:10:35Z,,,0,8
2026-09-08T12:10:36Z,,,0,8
2026-09-08T12:10:38Z,,,0,7
2026-09-08T12:10:39Z,,,0,12
2026-09-08T12:10:40Z,,,0,12
2026-09-08T12:10:41Z,,,0,12
2026-09-08T12:10:43Z,,,0,12
2026-09-08T12:10:44Z,,,0,12
2026-09-08T12:10:45Z,,,0,12
2026-09-08T12:10:46Z,,,0,12
2026-09-08T12:10:47Z,,,0,12
2026-09-08T12:10:49Z,,,0,7
2026-09-08T12:10:50Z,,,0,7
2026-09-08T12:10:51Z,,,0,7
2026-09-08T12:10:52Z,,,0,6
2026-09-08T12:10:54Z,,,0,5
2026-09-08T12:10:55Z,,,0,4
2026-09-08T12:10:56Z,,,0,4
2026-09-08T12:10:57Z,,,0,3
