ts,arm,locked_by,running_count
2026-09-09T09:19:01Z,r3,worker-4eaf28e97fd2-1788944974367,5
2026-09-09T09:19:01Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:02Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:02Z,r3,worker-4eaf28e97fd2-1788944974367,7
2026-09-09T09:19:02Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:04Z,r3,worker-3eef91eb3ced-1788945333410,7
2026-09-09T09:19:04Z,r3,worker-4eaf28e97fd2-1788944974367,6
2026-09-09T09:19:04Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:05Z,r3,worker-3eef91eb3ced-1788945333410,7
2026-09-09T09:19:05Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:05Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:07Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:07Z,r3,worker-4eaf28e97fd2-1788944974367,7
2026-09-09T09:19:07Z,r3,worker-b1d2e797e924-1788945333677,6
2026-09-09T09:19:08Z,r3,worker-3eef91eb3ced-1788945333410,7
2026-09-09T09:19:08Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:08Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:10Z,r3,worker-3eef91eb3ced-1788945333410,7
2026-09-09T09:19:10Z,r3,worker-4eaf28e97fd2-1788944974367,5
2026-09-09T09:19:10Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:11Z,r3,worker-3eef91eb3ced-1788945333410,6
2026-09-09T09:19:11Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:11Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:13Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:13Z,r3,worker-4eaf28e97fd2-1788944974367,7
2026-09-09T09:19:13Z,r3,worker-b1d2e797e924-1788945333677,6
2026-09-09T09:19:14Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:14Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:15Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:16Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:16Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:16Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:18Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:18Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:18Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:19Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:19Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:19Z,r3,worker-b1d2e797e924-1788945333677,6
2026-09-09T09:19:21Z,r3,worker-3eef91eb3ced-1788945333410,7
2026-09-09T09:19:21Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:21Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:22Z,r3,worker-3eef91eb3ced-1788945333410,7
2026-09-09T09:19:22Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:22Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:24Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:24Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:24Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:25Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:25Z,r3,worker-4eaf28e97fd2-1788944974367,7
2026-09-09T09:19:25Z,r3,worker-b1d2e797e924-1788945333677,6
2026-09-09T09:19:27Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:27Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:27Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:28Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:28Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:28Z,r3,worker-b1d2e797e924-1788945333677,5
2026-09-09T09:19:30Z,r3,worker-3eef91eb3ced-1788945333410,6
2026-09-09T09:19:30Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:30Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:32Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:32Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:32Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:33Z,r3,worker-3eef91eb3ced-1788945333410,6
2026-09-09T09:19:33Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:33Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:35Z,r3,worker-3eef91eb3ced-1788945333410,7
2026-09-09T09:19:35Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:35Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:36Z,r3,worker-3eef91eb3ced-1788945333410,5
2026-09-09T09:19:36Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:36Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:38Z,r3,worker-3eef91eb3ced-1788945333410,7
2026-09-09T09:19:38Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:38Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:39Z,r3,worker-3eef91eb3ced-1788945333410,7
2026-09-09T09:19:39Z,r3,worker-4eaf28e97fd2-1788944974367,11
2026-09-09T09:19:39Z,r3,worker-b1d2e797e924-1788945333677,6
2026-09-09T09:19:41Z,r3,worker-3eef91eb3ced-1788945333410,7
2026-09-09T09:19:41Z,r3,worker-4eaf28e97fd2-1788944974367,7
2026-09-09T09:19:41Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:43Z,r3,worker-3eef91eb3ced-1788945333410,5
2026-09-09T09:19:43Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:43Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:44Z,r3,worker-3eef91eb3ced-1788945333410,6
2026-09-09T09:19:44Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:44Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:46Z,r3,worker-3eef91eb3ced-1788945333410,7
2026-09-09T09:19:46Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:46Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:47Z,r3,worker-3eef91eb3ced-1788945333410,6
2026-09-09T09:19:47Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:47Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:49Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:49Z,r3,worker-4eaf28e97fd2-1788944974367,7
2026-09-09T09:19:49Z,r3,worker-b1d2e797e924-1788945333677,6
2026-09-09T09:19:50Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:50Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:50Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:52Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:52Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:52Z,r3,worker-b1d2e797e924-1788945333677,6
2026-09-09T09:19:53Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:53Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:53Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:19:55Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:55Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:55Z,r3,worker-b1d2e797e924-1788945333677,5
2026-09-09T09:19:57Z,r3,worker-3eef91eb3ced-1788945333410,6
2026-09-09T09:19:57Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:19:57Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:19:58Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:19:58Z,r3,worker-4eaf28e97fd2-1788944974367,7
2026-09-09T09:19:58Z,r3,worker-b1d2e797e924-1788945333677,8
2026-09-09T09:20:00Z,r3,worker-3eef91eb3ced-1788945333410,6
2026-09-09T09:20:00Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:20:00Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:20:01Z,r3,worker-3eef91eb3ced-1788945333410,8
2026-09-09T09:20:01Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:20:01Z,r3,worker-b1d2e797e924-1788945333677,7
2026-09-09T09:20:03Z,r3,worker-3eef91eb3ced-1788945333410,5
2026-09-09T09:20:03Z,r3,worker-4eaf28e97fd2-1788944974367,8
2026-09-09T09:20:03Z,r3,worker-b1d2e797e924-1788945333677,6
2026-09-09T09:20:04Z,r3,worker-3eef91eb3ced-1788945333410,3
2026-09-09T09:20:04Z,r3,worker-4eaf28e97fd2-1788944974367,4
2026-09-09T09:20:04Z,r3,worker-b1d2e797e924-1788945333677,5
2026-09-09T09:20:06Z,r3,worker-3eef91eb3ced-1788945333410,1
2026-09-09T09:20:06Z,r3,worker-4eaf28e97fd2-1788944974367,1
2026-09-09T09:20:06Z,r3,worker-b1d2e797e924-1788945333677,4
