ts,wait_event_type,wait_event,waiters,active_connections
2026-09-09T05:56:50Z,,,0,1
2026-09-09T05:56:52Z,,,0,9
2026-09-09T05:56:53Z,,,0,9
2026-09-09T05:56:54Z,,,0,9
2026-09-09T05:56:55Z,,,0,9
2026-09-09T05:56:56Z,,,0,9
2026-09-09T05:56:58Z,,,0,9
2026-09-09T05:56:59Z,,,0,9
2026-09-09T05:57:00Z,,,0,9
2026-09-09T05:57:01Z,,,0,9
2026-09-09T05:57:03Z,,,0,9
2026-09-09T05:57:04Z,,,0,9
2026-09-09T05:57:05Z,,,0,10
2026-09-09T05:57:06Z,,,0,9
2026-09-09T05:57:07Z,,,0,9
2026-09-09T05:57:09Z,,,0,9
2026-09-09T05:57:10Z,,,0,9
